spol,tip_putnika,godine,vrsta_putovanja,klasa,udaljenost_leta,vrijeme_odlaska_dolaska,kasnjenje_polaska_u_minutama,kasnjenje_dolaska_u_minutama,zadovoljstvo_putnika
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,759,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,41,Lično putovanje,Ekonomska Plus,746,5,4,28,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,3095,3,0,0,Zadovoljan
musko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,125,0,58,60,Zadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Ekonomska,302,3,0,0,Zadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,738,4,86,71,Neutralan ili nezadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,2288,4,0,11,Zadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,2116,2,0,0,Zadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,925,5,0,0,Zadovoljan
musko,Nelojalan putnik,35,Poslovno putovanje,Poslovna,1020,3,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,1770,2,0,0,Zadovoljan
zensko,Lojalan putnik,45,Lično putovanje,Ekonomska,600,2,0,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1726,4,1,6,Zadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,717,0,0,5,Zadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,416,3,0,0,Zadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,862,3,6,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Lično putovanje,Ekonomska,628,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Lično putovanje,Ekonomska,259,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Poslovno putovanje,Poslovna,3121,1,0,0,Zadovoljan
zensko,Lojalan putnik,15,Poslovno putovanje,Ekonomska,1022,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Ekonomska Plus,964,1,34,19,Zadovoljan
zensko,Lojalan putnik,67,Lično putovanje,Ekonomska Plus,590,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,21,Poslovno putovanje,Poslovna,946,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,69,Lično putovanje,Ekonomska,228,4,5,5,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,28,Poslovno putovanje,Poslovna,507,4,0,0,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,2691,1,0,0,Zadovoljan
zensko,Lojalan putnik,34,Poslovno putovanje,Poslovna,1185,2,11,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,1313,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Ekonomska Plus,1065,2,63,66,Zadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Poslovna,3491,3,0,0,Zadovoljan
zensko,Lojalan putnik,32,Lično putovanje,Ekonomska Plus,692,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,802,2,0,2,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Ekonomska Plus,448,5,7,1,Zadovoljan
zensko,Lojalan putnik,16,Poslovno putovanje,Poslovna,599,5,0,3,Zadovoljan
musko,Lojalan putnik,37,Poslovno putovanje,Ekonomska,352,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,76,Poslovno putovanje,Ekonomska,460,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Ekonomska,86,3,4,2,Zadovoljan
zensko,Nelojalan putnik,32,Poslovno putovanje,Ekonomska,231,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,21,Poslovno putovanje,Poslovna,882,0,1,11,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1999,4,0,0,Zadovoljan
musko,Lojalan putnik,31,Lično putovanje,Ekonomska,293,4,5,0,Zadovoljan
musko,Lojalan putnik,56,Lično putovanje,Ekonomska Plus,842,3,16,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Ekonomska,834,1,156,142,Zadovoljan
musko,Lojalan putnik,68,Poslovno putovanje,Poslovna,1831,2,0,0,Zadovoljan
musko,Lojalan putnik,57,Lično putovanje,Ekonomska Plus,738,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,38,Poslovno putovanje,Poslovna,1705,4,0,0,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,429,3,30,22,Zadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,719,2,4,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Ekonomska,86,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,1322,4,34,38,Zadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,761,1,7,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,39,Poslovno putovanje,Poslovna,708,3,90,122,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,39,Poslovno putovanje,Ekonomska Plus,67,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Lično putovanje,Ekonomska Plus,240,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,63,Poslovno putovanje,Poslovna,2464,1,10,14,Zadovoljan
musko,Lojalan putnik,65,Lično putovanje,Ekonomska,1121,5,1,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,20,Poslovno putovanje,Ekonomska,574,2,0,3,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Poslovna,368,2,0,4,Zadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,3441,4,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3550,3,20,1,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2865,2,72,78,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,936,1,0,0,Zadovoljan
zensko,Lojalan putnik,27,Poslovno putovanje,Poslovna,1601,5,0,13,Zadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,2355,4,79,75,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Ekonomska,399,5,13,5,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,224,3,0,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,3382,1,43,37,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2293,1,0,0,Zadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,2248,0,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,377,3,0,0,Zadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Ekonomska,666,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,20,Poslovno putovanje,Poslovna,908,3,49,33,Zadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,946,1,0,17,Zadovoljan
zensko,Lojalan putnik,68,Lično putovanje,Ekonomska,187,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,63,Lično putovanje,Ekonomska,2248,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,63,Lično putovanje,Ekonomska,370,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Poslovna,2702,5,1,2,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,30,Poslovno putovanje,Ekonomska,479,2,15,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,7,Lično putovanje,Ekonomska,1180,4,38,53,Neutralan ili nezadovoljan
musko,Nelojalan putnik,36,Poslovno putovanje,Ekonomska,399,3,0,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,68,Lično putovanje,Ekonomska,472,1,1,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Poslovna,2008,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,134,3,0,0,Zadovoljan
musko,Nelojalan putnik,18,Poslovno putovanje,Ekonomska,957,4,0,0,Zadovoljan
zensko,Lojalan putnik,27,Poslovno putovanje,Ekonomska Plus,2402,1,0,0,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1773,4,0,5,Zadovoljan
zensko,Lojalan putnik,15,Lično putovanje,Ekonomska Plus,349,5,60,75,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,1076,2,0,0,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,125,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,34,Lično putovanje,Ekonomska,569,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,3259,4,46,60,Zadovoljan
zensko,Lojalan putnik,16,Lično putovanje,Ekonomska,125,3,55,54,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Ekonomska Plus,789,5,151,127,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,2232,4,63,60,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,812,2,0,0,Zadovoljan
zensko,Lojalan putnik,62,Poslovno putovanje,Poslovna,2648,5,0,0,Zadovoljan
musko,Lojalan putnik,38,Lično putovanje,Ekonomska,491,5,59,65,Neutralan ili nezadovoljan
musko,Lojalan putnik,22,Lično putovanje,Ekonomska,1072,4,2,0,Zadovoljan
musko,Lojalan putnik,7,Lično putovanje,Poslovna,533,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,2462,5,0,0,Zadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,2735,5,0,0,Zadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,395,2,45,64,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Poslovna,239,3,0,0,Zadovoljan
zensko,Lojalan putnik,75,Poslovno putovanje,Poslovna,3680,4,0,0,Zadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,1608,5,4,0,Zadovoljan
musko,Nelojalan putnik,30,Poslovno putovanje,Poslovna,896,3,0,3,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,762,5,0,26,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,3839,3,0,0,Zadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,931,5,14,15,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Poslovno putovanje,Ekonomska,213,4,0,0,Zadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,2475,4,8,15,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,767,2,0,0,Zadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,641,4,0,15,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Ekonomska,212,4,12,15,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Ekonomska,347,3,0,0,Zadovoljan
musko,Lojalan putnik,52,Lično putovanje,Poslovna,1222,2,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,27,Poslovno putovanje,Ekonomska,207,0,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,164,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,581,1,0,0,Zadovoljan
zensko,Lojalan putnik,43,Lično putovanje,Ekonomska,833,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Lično putovanje,Ekonomska,1947,5,6,10,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,2806,2,0,0,Zadovoljan
musko,Lojalan putnik,58,Lično putovanje,Ekonomska,448,4,146,125,Neutralan ili nezadovoljan
musko,Nelojalan putnik,16,Poslovno putovanje,Ekonomska,362,1,21,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,438,2,0,15,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Lično putovanje,Ekonomska,2475,5,12,9,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,372,3,0,11,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,162,4,19,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,192,5,60,54,Zadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Poslovna,351,1,0,0,Zadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Ekonomska,1504,2,27,42,Neutralan ili nezadovoljan
musko,Nelojalan putnik,73,Poslovno putovanje,Poslovna,222,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,65,Lično putovanje,Ekonomska,304,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,442,5,0,0,Zadovoljan
zensko,Lojalan putnik,63,Lično putovanje,Ekonomska,192,5,23,25,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,192,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Lično putovanje,Ekonomska,1299,4,0,4,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,8,Poslovno putovanje,Ekonomska,1024,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,37,Poslovno putovanje,Poslovna,3022,1,0,2,Zadovoljan
musko,Lojalan putnik,42,Lično putovanje,Ekonomska,2422,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,282,1,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,1235,2,3,1,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska,933,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,38,Poslovno putovanje,Ekonomska Plus,1416,3,7,3,Zadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,1532,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,814,2,4,0,Zadovoljan
zensko,Nelojalan putnik,51,Poslovno putovanje,Poslovna,484,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Ekonomska,345,4,51,48,Zadovoljan
musko,Nelojalan putnik,11,Poslovno putovanje,Ekonomska,999,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,3572,1,0,0,Zadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,201,4,45,45,Neutralan ili nezadovoljan
zensko,Lojalan putnik,64,Lično putovanje,Ekonomska,285,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,36,Lično putovanje,Ekonomska,1035,4,18,3,Neutralan ili nezadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Poslovna,2146,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska,2599,0,0,0,Zadovoljan
musko,Nelojalan putnik,43,Poslovno putovanje,Ekonomska,300,4,0,20,Neutralan ili nezadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Ekonomska,813,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,247,2,58,67,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,3666,4,7,2,Zadovoljan
zensko,Lojalan putnik,29,Lično putovanje,Ekonomska,1050,5,2,0,Zadovoljan
musko,Lojalan putnik,47,Lično putovanje,Ekonomska Plus,201,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,2041,5,0,0,Zadovoljan
zensko,Lojalan putnik,8,Lično putovanje,Ekonomska,954,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,2390,4,0,30,Zadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,147,4,14,2,Neutralan ili nezadovoljan
musko,Nelojalan putnik,37,Poslovno putovanje,Poslovna,507,4,0,0,Zadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Ekonomska,925,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,38,Poslovno putovanje,Ekonomska Plus,83,2,5,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,67,Poslovno putovanje,Poslovna,3803,5,92,91,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Ekonomska,406,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,38,Poslovno putovanje,Ekonomska,441,4,100,104,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,3216,1,2,4,Zadovoljan
zensko,Lojalan putnik,32,Lično putovanje,Ekonomska,351,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,550,5,18,10,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Poslovna,1464,0,0,0,Zadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,842,5,56,64,Zadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Poslovna,2589,5,0,28,Zadovoljan
zensko,Lojalan putnik,18,Poslovno putovanje,Poslovna,296,5,0,42,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2784,4,1,0,Zadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,453,4,0,0,Zadovoljan
musko,Lojalan putnik,18,Lično putovanje,Ekonomska,420,5,0,2,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Lično putovanje,Ekonomska,240,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,475,3,37,28,Neutralan ili nezadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,136,0,0,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Ekonomska,297,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,61,Poslovno putovanje,Poslovna,231,0,3,14,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,2616,3,29,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Poslovna,2824,4,0,0,Zadovoljan
musko,Lojalan putnik,63,Lično putovanje,Poslovna,102,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,689,5,53,35,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,2853,3,0,0,Zadovoljan
zensko,Lojalan putnik,23,Lično putovanje,Ekonomska,1144,5,0,15,Neutralan ili nezadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Poslovna,1625,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Poslovna,2254,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,469,0,0,0,Zadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,113,2,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,1205,4,0,0,Zadovoljan
zensko,Lojalan putnik,48,Lično putovanje,Ekonomska,214,0,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,9,Lično putovanje,Ekonomska,280,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1770,0,3,0,Zadovoljan
musko,Lojalan putnik,29,Lično putovanje,Ekonomska,651,5,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska,802,4,0,0,Zadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1389,1,0,0,Zadovoljan
zensko,Nelojalan putnik,30,Poslovno putovanje,Ekonomska,190,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,1237,5,0,0,Zadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Poslovna,2654,1,0,0,Zadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Poslovna,2422,5,29,23,Zadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,1280,4,21,4,Zadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,1910,4,109,69,Zadovoljan
zensko,Lojalan putnik,41,Lično putovanje,Ekonomska,1172,5,0,6,Neutralan ili nezadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,2130,5,1,1,Zadovoljan
zensko,Lojalan putnik,31,Lično putovanje,Ekonomska,725,4,0,0,Zadovoljan
musko,Lojalan putnik,44,Lično putovanje,Poslovna,1562,5,4,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Poslovna,3890,1,0,0,Zadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,2386,5,0,0,Zadovoljan
zensko,Lojalan putnik,21,Poslovno putovanje,Ekonomska,2475,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,3331,3,7,22,Zadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska,563,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,61,Lično putovanje,Ekonomska,1438,4,0,9,Neutralan ili nezadovoljan
musko,Nelojalan putnik,15,Poslovno putovanje,Ekonomska,782,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1635,5,5,0,Zadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,531,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1897,1,254,,Zadovoljan
zensko,Lojalan putnik,62,Lično putovanje,Ekonomska,507,4,9,1,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Lično putovanje,Ekonomska,867,0,78,91,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,302,0,0,2,Zadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2937,5,0,7,Zadovoljan
zensko,Lojalan putnik,59,Poslovno putovanje,Poslovna,1574,4,0,0,Zadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Ekonomska,236,0,45,51,Zadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska,2288,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,956,4,0,0,Zadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Poslovna,2466,3,163,158,Zadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,462,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Lično putovanje,Ekonomska,373,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Poslovna,86,4,0,1,Zadovoljan
musko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,204,1,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2357,3,139,135,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,812,2,0,0,Zadovoljan
musko,Lojalan putnik,42,Lično putovanje,Poslovna,460,5,7,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,2836,3,1,6,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,651,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,34,Poslovno putovanje,Poslovna,2422,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,43,Poslovno putovanje,Poslovna,1067,5,0,0,Zadovoljan
zensko,Lojalan putnik,51,Lično putovanje,Ekonomska,2125,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,15,Lično putovanje,Ekonomska,333,4,3,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2565,3,61,50,Zadovoljan
musko,Lojalan putnik,34,Lično putovanje,Ekonomska,522,4,0,12,Neutralan ili nezadovoljan
musko,Lojalan putnik,70,Lično putovanje,Ekonomska,650,3,9,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,333,0,0,0,Zadovoljan
musko,Lojalan putnik,37,Lično putovanje,Ekonomska,640,4,3,0,Zadovoljan
zensko,Nelojalan putnik,26,Poslovno putovanje,Ekonomska,1379,2,2,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,507,5,153,144,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,2997,4,0,18,Zadovoljan
zensko,Lojalan putnik,22,Poslovno putovanje,Poslovna,2498,4,0,0,Zadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Ekonomska,927,3,0,10,Zadovoljan
musko,Lojalan putnik,34,Lično putovanje,Ekonomska,395,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,1849,1,128,123,Zadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Poslovna,3715,3,163,164,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Ekonomska Plus,429,2,2,0,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Ekonomska,1189,2,0,13,Neutralan ili nezadovoljan
zensko,Lojalan putnik,78,Poslovno putovanje,Ekonomska,192,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,28,Lično putovanje,Ekonomska Plus,2845,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Ekonomska,455,3,0,0,Zadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,3647,4,4,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Ekonomska,1179,5,9,0,Zadovoljan
